team_hint,file,sheet,metric,col,value,metric_norm,col_norm
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Driplingler,2025/2026,391.0,driplingler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Driplingler,2025/2026.1,640.0,driplingler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Başarılı driplingleri, %",2025/2026,0.5652,"başarılı driplingleri, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Başarılı driplingleri, %",2025/2026.1,0.5938,"başarılı driplingleri, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Dribbling in the final third,2025/2026,167.0,dribbling in the final third,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Dribbling in the final third,2025/2026.1,335.0,dribbling in the final third,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Dribbling in the final third successful, %",2025/2026,0.479,"dribbling in the final third successful, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Dribbling in the final third successful, %",2025/2026.1,0.5493,"dribbling in the final third successful, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Top Kapma,2025/2026,712.0,top kapma,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Top Kapma,2025/2026.1,794.0,top kapma,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Başarılı Top Kapma, %",2025/2026,0.4326,"başarılı top kapma, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Başarılı Top Kapma, %",2025/2026.1,0.5856,"başarılı top kapma, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Takım presi,2025/2026,422.0,takım presi,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Takım presi,2025/2026.1,521.0,takım presi,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Team pressing successful, %",2025/2026,0.3957,"team pressing successful, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Team pressing successful, %",2025/2026.1,0.4914,"team pressing successful, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Topla oynama, %",2025/2026,0.4666,"topla oynama, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Topla oynama, %",2025/2026.1,0.5813,"topla oynama, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Own goals,2025/2026,1.0,own goals,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Own goals,2025/2026.1,1.0,own goals,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Gol pozisyonları, başarılı",2025/2026,17.0,"gol pozisyonları, başarılı",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Gol pozisyonları, başarılı",2025/2026.1,55.0,"gol pozisyonları, başarılı",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Shots on target, %",2025/2026,0.4107,"shots on target, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Shots on target, %",2025/2026.1,0.3783,"shots on target, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,İsabetsiz Şutlar,2025/2026,89.0,i̇sabetsiz şutlar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,İsabetsiz Şutlar,2025/2026.1,165.0,i̇sabetsiz şutlar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Engellenen Şutlar,2025/2026,40.0,engellenen şutlar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Engellenen Şutlar,2025/2026.1,83.0,engellenen şutlar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Direkten dönen şutlar,2025/2026,3.0,direkten dönen şutlar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Direkten dönen şutlar,2025/2026.1,15.0,direkten dönen şutlar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Tüm Hareketler,2025/2026,14621.0,tüm hareketler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Tüm Hareketler,2025/2026.1,24166.0,tüm hareketler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Actions successful,2025/2026,11082.0,actions successful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Actions successful,2025/2026.1,19583.0,actions successful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Actions successful, %",2025/2026,0.758,"actions successful, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Actions successful, %",2025/2026.1,0.8104000000000001,"actions successful, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Rakip ceza sahasında hareketler,2025/2026,495.0,rakip ceza sahasında hareketler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Rakip ceza sahasında hareketler,2025/2026.1,1112.0,rakip ceza sahasında hareketler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Actions in opponent box successful,2025/2026,224.0,actions in opponent box successful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Actions in opponent box successful,2025/2026.1,534.0,actions in opponent box successful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Actions in opponent box successful, %",2025/2026,0.4525,"actions in opponent box successful, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Actions in opponent box successful, %",2025/2026.1,0.4802,"actions in opponent box successful, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Final third entries,2025/2026,551.0,final third entries,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Final third entries,2025/2026.1,1095.0,final third entries,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Final third entries through pass,2025/2026,406.0,final third entries through pass,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Final third entries through pass,2025/2026.1,822.0,final third entries through pass,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Final third entries through pass, % of total",2025/2026,0.7368000000000001,"final third entries through pass, % of total",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Final third entries through pass, % of total",2025/2026.1,0.7506999999999999,"final third entries through pass, % of total",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Final third entries through carry,2025/2026,145.0,final third entries through carry,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Final third entries through carry,2025/2026.1,273.0,final third entries through carry,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Final third entries through carry, % of total",2025/2026,0.2632,"final third entries through carry, % of total",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Final third entries through carry, % of total",2025/2026.1,0.2493,"final third entries through carry, % of total",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Lost balls after passes,2025/2026,814.0,lost balls after passes,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Lost balls after passes,2025/2026.1,944.0,lost balls after passes,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Bireysel top kayıpları,2025/2026,538.0,bireysel top kayıpları,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Bireysel top kayıpları,2025/2026.1,740.0,bireysel top kayıpları,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Challenges unsuccessful,2025/2026,1562.0,challenges unsuccessful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Challenges unsuccessful,2025/2026.1,1894.0,challenges unsuccessful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Dribbles unsuccessful,2025/2026,170.0,dribbles unsuccessful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Dribbles unsuccessful,2025/2026.1,260.0,dribbles unsuccessful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Rakip ceza sahasına girişler,2025/2026,253.0,rakip ceza sahasına girişler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Rakip ceza sahasına girişler,2025/2026.1,539.0,rakip ceza sahasına girişler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Kötü top kontrolü,2025/2026,125.0,kötü top kontrolü,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Kötü top kontrolü,2025/2026.1,182.0,kötü top kontrolü,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ofsaytlar,2025/2026,36.0,ofsaytlar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ofsaytlar,2025/2026.1,49.0,ofsaytlar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries,2025/2026,967.0,ball recoveries,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries,2025/2026.1,1339.0,ball recoveries,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Rakip sahada geri kazanılan toplar,2025/2026,213.0,rakip sahada geri kazanılan toplar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Rakip sahada geri kazanılan toplar,2025/2026.1,355.0,rakip sahada geri kazanılan toplar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 10 seconds,2025/2026,168.0,ball recoveries after losses within 10 seconds,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 10 seconds,2025/2026.1,249.0,ball recoveries after losses within 10 seconds,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 10 seconds in the opponent's half of the field,2025/2026,63.0,ball recoveries after losses within 10 seconds in the opponent's half of the field,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 10 seconds in the opponent's half of the field,2025/2026.1,96.0,ball recoveries after losses within 10 seconds in the opponent's half of the field,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 5 seconds,2025/2026,18.0,ball recoveries after losses within 5 seconds,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 5 seconds,2025/2026.1,37.0,ball recoveries after losses within 5 seconds,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 5 seconds in the opponent's half of the field,2025/2026,1.0,ball recoveries after losses within 5 seconds in the opponent's half of the field,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ball recoveries after losses within 5 seconds in the opponent's half of the field,2025/2026.1,6.0,ball recoveries after losses within 5 seconds in the opponent's half of the field,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Geri kazanılan toplarda kaleye ortalama mesafe,2025/2026,73.99,geri kazanılan toplarda kaleye ortalama mesafe,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Geri kazanılan toplarda kaleye ortalama mesafe,2025/2026.1,71.2,geri kazanılan toplarda kaleye ortalama mesafe,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Top kayıplarında kaleye ortalama mesafe,2025/2026,39.4,top kayıplarında kaleye ortalama mesafe,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Top kayıplarında kaleye ortalama mesafe,2025/2026.1,37.92,top kayıplarında kaleye ortalama mesafe,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Driplingler,2025/2026,338.0,driplingler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Driplingler,2025/2026.1,683.0,driplingler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Paslar adresi bulanlar,2025/2026,7121.0,paslar adresi bulanlar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Paslar adresi bulanlar,2025/2026.1,13877.0,paslar adresi bulanlar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Crosses accurate,2025/2026,78.0,crosses accurate,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Crosses accurate,2025/2026.1,127.0,crosses accurate,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Progressive passes accurate,2025/2026,1279.0,progressive passes accurate,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Progressive passes accurate,2025/2026.1,2088.0,progressive passes accurate,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Uzun paslar - isabetli,2025/2026,513.0,uzun paslar - isabetli,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Uzun paslar - isabetli,2025/2026.1,613.0,uzun paslar - isabetli,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Super long passes accurate,2025/2026,131.0,super long passes accurate,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Super long passes accurate,2025/2026.1,158.0,super long passes accurate,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,İleriye pas,2025/2026,3948.0,i̇leriye pas,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,İleriye pas,2025/2026.1,6360.0,i̇leriye pas,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Passes forward accurate,2025/2026,2849.0,passes forward accurate,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Passes forward accurate,2025/2026.1,4999.0,passes forward accurate,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Passes forward accurate, %",2025/2026,0.7216,"passes forward accurate, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Passes forward accurate, %",2025/2026.1,0.7859999999999999,"passes forward accurate, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ceza sahasına / İsabetli,2025/2026,236.0,ceza sahasına / i̇sabetli,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Ceza sahasına / İsabetli,2025/2026.1,482.0,ceza sahasına / i̇sabetli,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Passes from throw-ins,2025/2026,373.0,passes from throw-ins,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Passes from throw-ins,2025/2026.1,473.0,passes from throw-ins,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Challenges won,2025/2026,1378.0,challenges won,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Challenges won,2025/2026.1,2070.0,challenges won,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Savunmada başarılı ikili mücadeleler,2025/2026,766.0,savunmada başarılı ikili mücadeleler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Savunmada başarılı ikili mücadeleler,2025/2026.1,1104.0,savunmada başarılı ikili mücadeleler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Hücumda ikili mücadele / Başarılı,2025/2026,612.0,hücumda ikili mücadele / başarılı,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Hücumda ikili mücadele / Başarılı,2025/2026.1,966.0,hücumda ikili mücadele / başarılı,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı hava topu mücadeleleri,2025/2026,344.0,başarılı hava topu mücadeleleri,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı hava topu mücadeleleri,2025/2026.1,537.0,başarılı hava topu mücadeleleri,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı driplingler,2025/2026,221.0,başarılı driplingler,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı driplingler,2025/2026.1,380.0,başarılı driplingler,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Dribbling in the final third successful,2025/2026,80.0,dribbling in the final third successful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Dribbling in the final third successful,2025/2026.1,184.0,dribbling in the final third successful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı Top Kapma,2025/2026,308.0,başarılı top kapma,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı Top Kapma,2025/2026.1,465.0,başarılı top kapma,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Pas Arası,2025/2026,985.0,pas arası,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Pas Arası,2025/2026.1,1355.0,pas arası,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Sahipsiz top kapma,2025/2026,1029.0,sahipsiz top kapma,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Sahipsiz top kapma,2025/2026.1,1288.0,sahipsiz top kapma,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,xG,2025/2026,25.72,xg,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,xG,2025/2026.1,61.16,xg,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,OxG,2025/2026,34.06,oxg,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,OxG,2025/2026.1,40.18,oxg,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,NxG,2025/2026,-8.34,nxg,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,NxG,2025/2026.1,20.98,nxg,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,xPoints,2025/2026,19.0,xpoints,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,xPoints,2025/2026.1,48.2,xpoints,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,xG dönüştürme,2025/2026,0.66,xg dönüştürme,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,xG dönüştürme,2025/2026.1,0.87,xg dönüştürme,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şut başına xG,2025/2026,0.11,şut başına xg,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şut başına xG,2025/2026.1,0.14,şut başına xg,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,OxGPS,2025/2026,0.12,oxgps,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,OxGPS,2025/2026.1,0.14,oxgps,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Gol başına xG,2025/2026,1.51,gol başına xg,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Gol başına xG,2025/2026.1,1.15,gol başına xg,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,OxGPG,2025/2026,0.9,oxgpg,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,OxGPG,2025/2026.1,1.61,oxgpg,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı takım presi,2025/2026,167.0,başarılı takım presi,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Başarılı takım presi,2025/2026.1,256.0,başarılı takım presi,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,PPDA,2025/2026,6.39,ppda,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,PPDA,2025/2026.1,5.8,ppda,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Build up,2025/2026,695.0,build up,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Build up,2025/2026.1,1093.0,build up,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,No pressing,2025/2026,298.0,no pressing,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,No pressing,2025/2026.1,578.0,no pressing,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,High pressing,2025/2026,216.0,high pressing,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,High pressing,2025/2026.1,285.0,high pressing,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,High pressing successful,2025/2026,98.0,high pressing successful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,High pressing successful,2025/2026.1,146.0,high pressing successful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"High pressing successful, %",2025/2026,0.4537,"high pressing successful, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"High pressing successful, %",2025/2026.1,0.5123,"high pressing successful, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Low pressing,2025/2026,206.0,low pressing,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Low pressing,2025/2026.1,236.0,low pressing,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Low pressing successful,2025/2026,69.0,low pressing successful,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Low pressing successful,2025/2026.1,110.0,low pressing successful,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Low pressing successful, %",2025/2026,0.335,"low pressing successful, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Low pressing successful, %",2025/2026.1,0.4661,"low pressing successful, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Topla oynama, sayı",2025/2026,2104.0,"topla oynama, sayı",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Topla oynama, sayı",2025/2026.1,2747.0,"topla oynama, sayı",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Sol kanat hücumlarının tamamı,2025/2026,575.0,sol kanat hücumlarının tamamı,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Sol kanat hücumlarının tamamı,2025/2026.1,773.0,sol kanat hücumlarının tamamı,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şutla biten sol kanat hücumları,2025/2026,63.0,şutla biten sol kanat hücumları,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şutla biten sol kanat hücumları,2025/2026.1,84.0,şutla biten sol kanat hücumları,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Left flank attacks with shots, %",2025/2026,0.1096,"left flank attacks with shots, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Left flank attacks with shots, %",2025/2026.1,0.1087,"left flank attacks with shots, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Merkezden hücumlar,2025/2026,370.0,merkezden hücumlar,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Merkezden hücumlar,2025/2026.1,606.0,merkezden hücumlar,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şutla biten hücumlar - merkez,2025/2026,51.0,şutla biten hücumlar - merkez,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şutla biten hücumlar - merkez,2025/2026.1,110.0,şutla biten hücumlar - merkez,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Attacks through the center with shots, %",2025/2026,0.1378,"attacks through the center with shots, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Attacks through the center with shots, %",2025/2026.1,0.1815,"attacks through the center with shots, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Sağ kanat hücumları,2025/2026,491.0,sağ kanat hücumları,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Sağ kanat hücumları,2025/2026.1,708.0,sağ kanat hücumları,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şutla biten sağ kanat hücumları,2025/2026,36.0,şutla biten sağ kanat hücumları,2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Şutla biten sağ kanat hücumları,2025/2026.1,112.0,şutla biten sağ kanat hücumları,2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Right flank attacks with shots, %",2025/2026,0.0733,"right flank attacks with shots, %",2025/2026
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,"Right flank attacks with shots, %",2025/2026.1,0.1582,"right flank attacks with shots, %",2025/2026.1
Kayserispor,01.02.2026 - Kayserispor - Comparison.xlsx,Comparison,Set Hücumları,2025/2026,1141.0,set hücumları,2025/2026
